32.51075 1.782609 0.19685619865516124
32.51225 1.701562 0.19024041284145768
32.51375 1.264903 0.1606428128583857
32.51525 1.76125 0.20474109969904355
32.51675 1.395379 0.17047269033512424
32.51825 1.632653 0.18253616142855428
32.51975 1.354615 0.1734406590069486
32.52125 1.791667 0.19320038532282716
32.52275 1.567625 0.18871988896938474
32.52425 1.957059 0.2018552445508426
32.52575 1.714286 0.17496355305594127
32.52725 1.468085 0.17673667793442713
32.52875 1.422222 0.17777777777777778
32.53025 1.816327 0.19253022718482862
32.53175 1.658502 0.1941129711396244
32.53325 1.906284 0.21051385718881027
32.53475 1.5995 0.1788295539643693
32.53625 1.888342 0.18697376802290222
32.53775 1.686402 0.1873780091086532
32.53925 1.461538 0.19358549834027564
32.54075 2.266565 0.23503185403790902
32.54225 1.707317 0.20406342110587208
32.54375 1.720305 0.1999814083148304
32.54525 1.574385 0.19835386635080102
32.54675 1.456522 0.17794245156244456
32.54825 1.83197 0.20877238691193153
32.54975 1.555556 0.18592445034090568
32.55125 1.622222 0.18986674989594512
32.55275 1.933333 0.20727509006864034
32.55425 1.521739 0.18188261446392948
32.55575 1.617647 0.15423659531913994
32.55725 1.612245 0.18139172280235896
32.55875 1.791084 0.19313751503798407
32.56025 1.594684 0.18413829183456504
32.56175 1.859419 0.1928127612319741
32.56325 1.709331 0.19479629580058822
32.56475 1.795918 0.19144554121728286
32.56625 1.738913 0.18643106164824616
32.56775 2.0 0.21566554640687682
32.56925 1.430934 0.16747817448708177
32.57075 1.59889 0.18843095348760183
32.57225 1.890662 0.20270025785999463
32.57375 1.854167 0.19654127358451257
32.57525 1.672936 0.18474486733847456
32.57675 1.844444 0.20245407953654
32.57825 1.89675 0.19668376313051278
32.57975 1.79306 0.19114078868430404
32.58125 1.659574 0.18790980566654994
32.58275 1.957935 0.19983090317160407
32.58425 2.105683 0.2116290992848909
32.58575 2.108696 0.21410560438687182
32.58725 1.978523 0.20299213734714405
32.58875 1.978066 0.2051158686286305
32.59025 2.021739 0.2096445817607164
32.59175 1.856551 0.1946194099161126
32.59325 2.064516 0.21181488559177372
32.59475 2.25 0.21650635094610968
32.59625 2.54902 0.22356380884296823
32.59775 1.93617 0.20296578753552033
32.59925 2.488209 0.22527186268323285
32.60075 2.311747 0.21942136029371143
32.60225 2.407381 0.23382552484853372
32.60375 2.836735 0.240608696378604
32.60525 2.305387 0.21687259547816945
32.60675 2.086957 0.21299910806810243
32.60825 2.978139 0.24397862567362802
32.60975 2.957447 0.2508473643096084
32.61125 3.040677 0.2516482077156045
32.61275 2.816327 0.2397416351932802
32.61425 2.85608 0.26072327021443387
32.61575 3.074074 0.23859442086528013
32.61725 2.284864 0.23319798220620808
32.61875 3.353075 0.264259343504318
32.62025 2.941662 0.23552143305686357
32.62175 2.777778 0.24845199749997665
32.62325 2.773741 0.23784634880184782
32.62475 3.084861 0.25887577000001055
32.62625 2.416667 0.22438186696393767
32.62775 2.623292 0.23370143730012907
32.62925 2.658691 0.23780051605182212
32.63075 2.693822 0.24191236878555422
32.63225 2.739156 0.22515720181555005
32.63375 2.302326 0.23139242723409767
32.63525 2.487162 0.23501468967124747
32.63675 2.054961 0.19504826155122224
32.63825 2.818182 0.25308019831045553
32.63975 2.743769 0.24157536333081922
32.64125 2.346191 0.218783404164766
32.64275 2.6 0.24037008503093263
32.64425 2.8791 0.23992502343017807
32.64575 2.630435 0.2391304347826087
32.64725 2.766437 0.25359882867296973
32.64875 2.526555 0.2142995943888958
32.65025 2.813953 0.2558139534883721
32.65175 2.978979 0.23927734963101469
32.65325 2.934783 0.25258587040483155
32.65475 3.021739 0.2563005678815564
32.65625 3.263225 0.2579805866804032
32.65775 3.183733 0.27200464571026
32.65925 3.64 0.26981475126464083
32.66075 3.650934 0.281675656840817
