32.510750	1.782609	46.000000	82.000000
32.512250	1.701562	47.015625	80.000000
32.513750	1.264903	49.015625	62.000000
32.515250	1.761250	42.015625	74.000000
32.516750	1.395379	48.015625	67.000000
32.518250	1.632653	49.000000	80.000000
32.519750	1.354615	45.031250	61.000000
32.521250	1.791667	48.000000	86.000000
32.522750	1.567625	44.015625	69.000000
32.524250	1.957059	48.031250	94.000000
32.525750	1.714286	56.000000	96.000000
32.527250	1.468085	47.000000	69.000000
32.528750	1.422222	45.000000	64.000000
32.530250	1.816327	49.000000	89.000000
32.531750	1.658502	44.015625	73.000000
32.533250	1.906284	43.015625	82.000000
32.534750	1.599500	50.015625	80.000000
32.536250	1.888342	54.015625	102.000000
32.537750	1.686402	48.031250	81.000000
32.539250	1.461538	39.000000	57.000000
32.540750	2.266565	41.031250	93.000000
32.542250	1.707317	41.000000	70.000000
32.543750	1.720305	43.015625	74.000000
32.545250	1.574385	40.015625	63.000000
32.546750	1.456522	46.000000	67.000000
32.548250	1.831970	42.031250	77.000000
32.549750	1.555556	45.000000	70.000000
32.551250	1.622222	45.000000	73.000000
32.552750	1.933333	45.000000	87.000000
32.554250	1.521739	46.000000	70.000000
32.555750	1.617647	68.000000	110.000000
32.557250	1.612245	49.000000	79.000000
32.558750	1.791084	48.015625	86.000000
32.560250	1.594684	47.031250	75.000000
32.561750	1.859419	50.015625	93.000000
32.563250	1.709331	45.046875	77.000000
32.564750	1.795918	49.000000	88.000000
32.566250	1.738913	50.031250	87.000000
32.567750	2.000000	43.000000	86.000000
32.569250	1.430934	51.015625	73.000000
32.570750	1.598890	45.031250	72.000000
32.572250	1.890662	46.015625	87.000000
32.573750	1.854167	48.000000	89.000000
32.575250	1.672936	49.015625	82.000000
32.576750	1.844444	45.000000	83.000000
32.578250	1.896750	49.031250	93.000000
32.579750	1.793060	49.078125	88.000000
32.581250	1.659574	47.000000	78.000000
32.582750	1.957935	49.031250	96.000000
32.584250	2.105683	47.015625	99.000000
32.585750	2.108696	46.000000	97.000000
32.587250	1.978523	48.015625	95.000000
32.588750	1.978066	47.015625	93.000000
32.590250	2.021739	46.000000	93.000000
32.591750	1.856551	49.015625	91.000000
32.593250	2.064516	46.015625	95.000000
32.594750	2.250000	48.000000	108.000000
32.596250	2.549020	51.000000	130.000000
32.597750	1.936170	47.000000	91.000000
32.599250	2.488209	49.031250	122.000000
32.600750	2.311747	48.015625	111.000000
32.602250	2.407381	44.031250	106.000000
32.603750	2.836735	49.000000	139.000000
32.605250	2.305387	49.015625	113.000000
32.606750	2.086957	46.000000	96.000000
32.608250	2.978139	50.031250	149.000000
32.609750	2.957447	47.000000	139.000000
32.611250	3.040677	48.015625	146.000000
32.612750	2.816327	49.000000	138.000000
32.614250	2.856080	42.015625	120.000000
32.615750	3.074074	54.000000	166.000000
32.617250	2.284864	42.015625	96.000000
32.618750	3.353075	48.015625	161.000000
32.620250	2.941662	53.031250	156.000000
32.621750	2.777778	45.000000	125.000000
32.623250	2.773741	49.031250	136.000000
32.624750	3.084861	46.031250	142.000000
32.626250	2.416667	48.000000	116.000000
32.627750	2.623292	48.031250	126.000000
32.629250	2.658691	47.015625	125.000000
32.630750	2.693822	46.031250	124.000000
32.632250	2.739156	54.031250	148.000000
32.633750	2.302326	43.000000	99.000000
32.635250	2.487162	45.031250	112.000000
32.636750	2.054961	54.015625	111.000000
32.638250	2.818182	44.000000	124.000000
32.639750	2.743769	47.015625	129.000000
32.641250	2.346191	49.015625	115.000000
32.642750	2.600000	45.000000	117.000000
32.644250	2.879100	50.015625	144.000000
32.645750	2.630435	46.000000	121.000000
32.647250	2.766437	43.015625	119.000000
32.648750	2.526555	55.015625	139.000000
32.650250	2.813953	43.000000	121.000000
32.651750	2.978979	52.031250	155.000000
32.653250	2.934783	46.000000	135.000000
32.654750	3.021739	46.000000	139.000000
32.656250	3.263225	49.031250	160.000000
32.657750	3.183733	43.031250	137.000000
32.659250	3.640000	50.000000	182.000000
32.660750	3.650934	46.015625	168.000000
32.662250	3.617739	50.031250	181.000000
32.663750	3.448980	49.000000	169.000000
32.665250	4.853532	42.031250	204.000000
32.666750	4.602417	53.015625	244.000000
32.668250	5.355556	45.000000	241.000000
32.669750	5.406439	49.015625	265.000000
32.671250	5.313725	51.000000	271.000000
32.672750	5.068182	44.000000	223.000000
32.674250	5.236727	50.031250	262.000000
32.675750	5.239130	46.000000	241.000000
32.677250	5.411205	46.015625	249.000000
32.678750	5.280000	50.000000	264.000000
32.680250	5.152174	46.000000	237.000000
32.681750	4.804348	46.000000	221.000000
32.683250	4.215686	51.000000	215.000000
32.684750	4.489362	47.000000	211.000000
32.686250	4.278663	50.015625	214.000000
32.687750	3.651163	43.000000	157.000000
32.689250	3.551020	49.000000	174.000000
32.690750	3.744681	47.000000	176.000000
32.692250	3.638298	47.000000	171.000000
32.693750	3.895833	48.000000	187.000000
32.695250	3.242830	49.031250	159.000000
32.696750	3.416667	48.000000	164.000000
32.698250	3.217391	46.000000	148.000000
32.699750	3.297872	47.000000	155.000000
32.701250	3.062812	47.015625	144.000000
32.702750	3.240000	50.000000	162.000000
32.704250	3.303226	46.015625	152.000000
32.705750	2.645833	48.000000	127.000000
32.707250	3.118051	50.031250	156.000000
32.708750	3.254631	43.015625	140.000000
32.710250	3.257964	50.031250	163.000000
32.711750	3.324410	49.031250	163.000000
32.713250	3.666667	45.000000	165.000000
32.714750	4.187500	48.000000	201.000000
32.716250	3.625000	48.000000	174.000000
32.717750	3.510638	47.000000	165.000000
32.719250	3.612245	49.000000	177.000000
32.720750	3.576536	45.015625	161.000000
32.722250	3.941123	52.015625	205.000000
32.723750	3.203060	49.015625	157.000000
32.725250	3.541073	46.031250	163.000000
32.726750	4.019525	48.015625	193.000000
32.728250	4.019009	46.031250	185.000000
32.729750	3.868251	46.015625	178.000000
32.731250	3.800000	50.000000	190.000000
32.732750	4.485774	45.031250	202.000000
32.734250	3.938776	49.000000	193.000000
32.735750	4.295017	47.031250	202.000000
32.737250	3.787234	47.000000	178.000000
32.738750	4.596154	52.000000	239.000000
32.740250	5.175981	45.015625	233.000000
32.741750	4.636756	47.015625	218.000000
32.743250	4.798500	50.015625	240.000000
32.744750	5.367742	46.015625	247.000000
32.746250	5.304348	46.000000	244.000000
32.747750	6.120497	49.015625	300.000000
32.749250	6.400000	45.000000	288.000000
32.750750	6.834555	49.015625	335.000000
32.752250	7.510638	47.000000	353.000000
32.753750	6.891304	46.000000	317.000000
32.755250	8.120000	50.000000	406.000000
32.756750	8.352655	45.015625	376.000000
32.758250	8.795918	49.000000	431.000000
32.759750	10.354167	48.000000	497.000000
32.761250	10.909091	44.000000	480.000000
32.762750	10.251761	51.015625	523.000000
32.764250	12.229977	47.015625	575.000000
32.765750	12.531915	47.000000	589.000000
32.767250	15.367347	49.000000	753.000000
32.768750	15.037554	47.015625	707.000000
32.770250	17.440000	50.000000	872.000000
32.771750	20.264237	48.015625	973.000000
32.773250	21.125998	45.015625	951.000000
32.774750	23.908884	48.015625	1148.000000
32.776250	28.680851	47.000000	1348.000000
32.777750	28.979167	48.000000	1391.000000
32.779250	33.966723	46.015625	1563.000000
32.780750	35.775510	49.000000	1753.000000
32.782250	41.790698	43.000000	1797.000000
32.783750	43.364574	53.015625	2299.000000
32.785250	48.164714	44.015625	2120.000000
32.786750	52.106383	47.000000	2449.000000
32.788250	53.503154	52.015625	2783.000000
32.789750	58.585366	41.000000	2402.000000
32.791250	56.582318	50.015625	2830.000000
32.792750	55.405968	45.031250	2495.000000
32.794250	58.224228	45.015625	2621.000000
32.795750	55.253106	44.015625	2432.000000
32.797250	54.451076	45.031250	2452.000000
32.798750	50.504584	46.015625	2324.000000
32.800250	47.400000	45.000000	2133.000000
32.801750	41.565217	46.000000	1912.000000
32.803250	38.145545	44.015625	1679.000000
32.804750	33.636364	44.000000	1480.000000
